count,c
1789,6
1790,5
1791,3
1792,2
1793,3
1794,3
1795,7
1796,1
1797,4
1798,5
1799,6
1800,4
1801,5
1802,5
1803,3
1804,5
1805,2
1806,6
1807,5
1808,4
1809,7
1810,2
1811,2
1812,2
1813,2
1814,3
1815,5
1816,2
1817,1
1818,7
1819,5
1820,2
1821,2
1822,4
1823,2
1824,3
1825,3
1826,3
1827,4
1828,5
1829,3
1830,7
1831,7
1832,8
1833,7
1834,6
1835,4
1836,2
1837,4
1838,7
1839,2
1840,3
1841,4
1842,3
1843,5
1844,3
1845,5
1846,4
1847,3
1848,4
1849,5
1850,4
1851,2
1852,5
1853,3
1854,1
1855,6
1856,2
1857,8
1858,2
1859,4
1860,4
1861,2
1862,4
1863,2
1864,4
1865,4
1866,1
1867,3
1868,3
1869,3
1870,2
1871,6
1872,7
1873,2
1874,2
1875,4
1876,3
1877,5
1878,1
1879,4
1880,2
1881,3
1882,6
1883,2
1884,3
1885,5
1886,5
1887,2
1888,3
1889,3
1890,1
1891,2
1892,2
1893,2
1894,8
1895,4
1896,1
1897,2
1898,8
1899,4
1900,2
1901,2
1902,5
1903,2
1904,3
1905,1
1906,10
1907,2
1908,2
1909,2
1910,1
1911,2
1912,2
1913,4
1915,5
1916,2
1917,4
1918,3
1919,4
1920,4
1922,3
1923,2
1924,3
1925,3
1926,5
1927,7
1928,2
1929,1
1930,4
1931,3
1932,2
1933,5
1934,5
1935,3
1937,1
1938,4
1939,4
1940,1
1941,3
1942,6
1943,1
1944,7
1945,1
1947,2
1948,3
1949,1
1950,4
1951,7
1952,1
1953,3
1954,3
1956,3
1957,4
1958,5
1959,3
1960,3
1961,4
1962,5
1963,4
1965,5
1966,1
1968,2
1969,6
1970,5
1971,3
1972,5
1973,1
1974,3
1975,2
1976,7
1977,3
1978,1
1979,3
1980,1
1981,4
1982,4
1983,4
1984,4
1985,1
1986,1
1987,4
1988,3
1989,5
1990,1
1991,1
1992,4
1993,5
1994,5
1996,1
1997,3
1998,1
1999,1
2000,2
2002,3
2003,3
2004,6
2005,5
2006,2
2007,6
2008,3
2009,1
2010,2
2011,2
2012,4
2013,3
2014,7
2015,2
2016,3
2017,4
2018,5
2019,2
2020,5
2021,3
2022,2
2023,1
2024,3
2025,1
2026,2
2027,3
2028,1
2029,7
2030,4
2031,1
2032,6
2033,3
2034,1
2035,1
2036,2
2037,1
2038,2
2039,4
2040,4
2041,2
2042,3
2043,1
2044,1
2045,3
2046,5
2047,5
2048,6
2049,3
2050,6
2051,3
2052,2
2053,6
2055,3
2056,2
2057,4
2058,1
2059,2
2060,3
2061,5
2062,3
2063,4
2064,2
2065,4
2066,2
2067,1
2068,3
2069,3
2070,2
2072,4
2073,1
2074,4
2075,2
2076,4
2077,4
2078,3
2079,2
2080,4
2081,3
2082,2
2084,2
2086,6
2087,4
2088,2
2089,1
2091,4
2092,3
2093,2
2094,1
2095,3
2096,6
2097,2
2098,7
2099,1
2100,3
2101,2
2102,5
2103,4
2104,2
2105,3
2106,9
2107,2
2108,5
2109,2
2110,2
2111,5
2112,5
2113,2
2114,1
2115,5
2116,6
2117,4
2118,5
2119,3
2120,5
2121,1
2122,3
2123,3
2124,2
2125,2
2126,2
2127,3
2129,5
2130,10
2131,2
2132,3
2133,2
2134,2
2135,6
2136,4
2137,1
2138,3
2140,2
2141,6
2142,3
2143,1
2144,1
2145,1
2146,4
2149,1
2150,1
2151,3
2152,1
2153,4
2154,1
2155,5
2156,3
2157,3
2158,3
2159,2
2160,1
2161,6
2162,1
2163,1
2164,3
2165,3
2166,4
2167,3
2168,4
2169,3
2170,3
2171,4
2172,1
2173,2
2174,5
2175,4
2176,2
2177,2
2178,2
2179,2
2180,1
2181,1
2182,1
2183,4
2184,2
2185,2
2186,1
2187,4
2188,2
2190,3
2192,2
2193,3
2194,6
2195,1
2196,2
2198,4
2199,2
2200,3
2201,3
2202,3
2204,3
2205,2
2206,2
2207,1
2208,2
2209,3
2210,5
2212,1
2214,2
2215,5
2217,4
2218,3
2219,1
2220,5
2221,1
2222,3
2223,5
2224,2
2226,2
2227,3
2228,2
2229,2
2230,1
2231,1
2232,3
2234,4
2235,5
2236,3
2238,2
2239,2
2240,1
2241,1
2242,2
2244,5
2245,1
2246,4
2247,3
2248,2
2251,2
2252,3
2253,1
2254,2
2255,2
2256,4
2257,1
2258,2
2259,1
2261,2
2262,3
2263,2
2264,1
2265,3
2266,4
2267,1
2268,6
2269,1
2270,2
2271,2
2272,1
2273,1
2276,1
2277,1
2280,2
2281,4
2283,3
2284,4
2285,1
2286,4
2287,1
2288,2
2289,4
2290,2
2291,3
2292,2
2293,3
2294,2
2295,3
2296,2
2297,3
2298,5
2299,3
2300,2
2301,1
2302,2
2303,2
2304,1
2305,1
2306,2
2307,4
2308,1
2309,1
2310,3
2311,3
2312,4
2313,2
2314,2
2316,1
2317,2
2319,3
2320,1
2321,2
2322,2
2323,4
2324,2
2325,2
2326,3
2327,1
2328,2
2329,2
2330,1
2331,4
2332,4
2333,1
2335,2
2336,3
2337,2
2338,2
2339,4
2340,3
2342,2
2343,1
2344,2
2345,1
2346,2
2347,4
2348,4
2349,3
2350,5
2351,1
2352,1
2353,4
2354,1
2355,1
2356,1
2357,3
2358,1
2359,2
2360,2
2361,1
2362,3
2363,2
2366,3
2367,3
2369,2
2370,3
2371,1
2372,1
2373,2
2374,2
2375,2
2376,1
2378,3
2379,1
2380,1
2381,2
2382,2
2383,2
2387,2
2388,4
2389,1
2390,2
2392,1
2394,2
2395,1
2396,1
2397,2
2398,3
2400,3
2401,1
2402,1
2403,2
2404,4
2405,1
2406,2
2407,4
2408,3
2409,1
2410,2
2411,2
2413,1
2414,1
2415,1
2416,2
2417,3
2418,4
2419,2
2420,4
2421,1
2422,1
2423,1
2425,3
2426,3
2427,1
2429,2
2431,1
2433,1
2434,2
2435,1
2436,3
2437,2
2438,1
2439,4
2440,3
2441,3
2442,6
2443,4
2444,2
2445,2
2446,2
2447,3
2448,1
2449,1
2450,1
2452,1
2454,2
2455,1
2456,2
2457,1
2459,2
2460,1
2461,2
2462,2
2464,3
2466,2
2468,1
2469,3
2470,1
2471,2
2474,1
2475,4
2478,1
2479,2
2480,2
2481,2
2482,1
2483,1
2484,1
2485,3
2487,2
2490,1
2491,1
2495,1
2496,1
2497,2
2498,1
2499,1
2500,2
2501,2
2502,1
2503,2
2504,2
2505,1
2506,2
2507,3
2509,2
2510,4
2511,2
2512,1
2513,1
2516,1
2517,1
2519,1
2520,1
2521,2
2522,1
2523,3
2524,1
2525,5
2526,1
2527,3
2528,1
2529,4
2530,1
2531,1
2532,3
2533,2
2534,1
2535,2
2537,3
2538,1
2539,5
2540,1
2541,1
2542,2
2543,3
2544,2
2545,1
2547,4
2548,1
2549,1
2550,2
2551,1
